index,taxi_zone,zone_name,attraction_place_id,attraction_name,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,category,description,Price,isFree,popular_times,time_spent,current_popularity
45,90,Flatiron,ChIJS3Vmmr1ZwokR6fksu4As2Xg,Babycastles,40.73844599999999,-73.99875039999999,"145 West 14th Street, New York",4.7,73.0,,http://babycastles.com/,,,"['art_gallery', 'museum', 'point_of_interest']",,https://maps.google.com/?cid=8708040285905287657,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",arts,"Babycastles is an artistic haven, showcasing incredible works of art.",,True,[],"[None, None]",
46,90,Flatiron,ChIJgchbi3NZwokRE6WyBkLzzEk,Mural de Albert Einstein,40.7439474,-73.99927960000001,"298-200 West 21st Street, New York",4.9,39.0,,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=5317892724923475219,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",other,Mural de Albert Einstein is an interesting place worth visiting for its unique offerings.,,True,"[{'name': 'Monday', 'data': [18, 9, 0, 0, 45, 18, 18, 27, 72, 72, 72, 72, 54, 18, 0, 0, 0, 9, 18, 18, 18, 9, 0, 9]}, {'name': 'Tuesday', 'data': [36, 54, 72, 45, 18, 9, 0, 9, 18, 9, 9, 27, 36, 63, 45, 27, 45, 54, 72, 45, 18, 9, 18, 72]}, {'name': 'Wednesday', 'data': [72, 100, 54, 54, 27, 54, 27, 9, 0, 0, 9, 27, 18, 27, 63, 72, 36, 18, 27, 72, 81, 54, 27, 9]}, {'name': 'Thursday', 'data': [0, 0, 0, 9, 90, 45, 18, 0, 9, 27, 45, 36, 63, 45, 36, 9, 0, 0, 9, 18, 18, 36, 36, 36]}, {'name': 'Friday', 'data': [27, 9, 18, 45, 9, 18, 45, 18, 18, 36, 45, 45, 18, 18, 9, 0, 0, 0, 0, 0, 0, 9, 36, 45]}, {'name': 'Saturday', 'data': [54, 18, 9, 0, 36, 18, 27, 63, 27, 9, 0, 18, 18, 9, 0, 0, 0, 9, 36, 36, 9, 0, 0, 0]}, {'name': 'Sunday', 'data': [18, 45, 100, 54, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 36, 18, 9, 0, 0, 0, 0, 0, 0, 9]}]","[None, None]",
47,90,Flatiron,ChIJ3QUP6bxZwokRm9qJ_HdETzw,The Twins (Os Gêmeos) Double Mural,40.73843040000001,-73.9985669,"143 West 14th Street, New York",5.0,1.0,,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=4345767447564507803,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",other,The Twins (Os Gêmeos) Double Mural is an interesting place worth visiting for its unique offerings.,,True,"[{'name': 'Monday', 'data': [8, 0, 8, 0, 16, 25, 33, 41, 16, 8, 0, 16, 25, 25, 41, 16, 8, 0, 0, 0, 0, 16, 16, 41]}, {'name': 'Tuesday', 'data': [25, 33, 25, 33, 16, 16, 8, 16, 33, 66, 33, 25, 33, 33, 25, 33, 16, 16, 16, 8, 8, 25, 8, 0]}, {'name': 'Wednesday', 'data': [0, 0, 8, 25, 16, 25, 58, 91, 75, 100, 83, 75, 58, 83, 66, 41, 8, 16, 25, 50, 83, 100, 50, 33]}, {'name': 'Thursday', 'data': [8, 0, 8, 25, 0, 8, 25, 16, 25, 66, 50, 66, 41, 50, 16, 33, 41, 66, 33, 16, 0, 0, 0, 8]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 8, 0, 8, 25, 25, 41, 16, 16, 0, 0, 0, 0, 8, 8, 16, 50, 33, 16, 0, 8]}, {'name': 'Saturday', 'data': [25, 58, 41, 25, 8, 8, 8, 0, 8, 8, 16, 33, 16, 8, 0, 0, 0, 16, 25, 33, 33, 8, 0, 8]}, {'name': 'Sunday', 'data': [0, 0, 8, 16, 0, 8, 25, 8, 25, 50, 66, 25, 8, 0, 8, 8, 16, 33, 16, 8, 8, 25, 50, 25]}]","[None, None]",
48,125,Hudson Sq,ChIJz1YttJJZwokRZtZyCKbuzMU,James J Walker Park,40.7298199,-74.0063953,"Hudson Street, New York",4.4,511.0,(212) 639-9675,https://www.nycgovparks.org/parks/james-j-walker-park/,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=14253029317594502758,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 22:00, 1: 06:00 - 22:00, 2: 06:00 - 22:00, 3: 06:00 - 22:00, 4: 06:00 - 22:00, 5: 06:00 - 22:00, 6: 06:00 - 22:00",natural,"James J Walker Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 46, 55, 40, 39, 49, 68, 76, 71, 65, 68, 68, 56, 53, 47, 45, 53, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 38, 50, 58, 65, 66, 79, 86, 89, 96, 98, 100, 92, 78, 63, 49, 37, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 25, 36, 43, 53, 56, 61, 73, 74, 91, 80, 77, 59, 53, 44, 41, 33, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 33, 50, 55, 56, 57, 57, 65, 73, 88, 77, 75, 62, 55, 50, 45, 37, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 31, 51, 53, 65, 64, 57, 52, 66, 73, 90, 82, 53, 44, 27, 32, 27, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 12, 19, 32, 50, 53, 68, 68, 74, 68, 63, 58, 59, 56, 64, 49, 36, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 14, 28, 20, 25, 32, 38, 35, 43, 48, 60, 64, 65, 64, 51, 42, 39, 0, 0]}]","[90, 90]",35.0
49,125,Hudson Sq,ChIJvcb1oI1ZwokRmoZJZdbzqLI,Charlton Plaza,40.7272837,-74.00345779999999,"6th Ave &, Charlton Street, New York",4.0,2.0,(212) 639-9675,http://www.nycgovparks.org/parks/charlton-plaza,,,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=12873807636986431130,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",natural,"Charlton Plaza is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [9, 27, 63, 45, 9, 27, 9, 0, 9, 36, 27, 9, 0, 0, 9, 0, 9, 18, 9, 0, 0, 9, 18, 9]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 36, 27, 45, 18, 18, 0, 9, 18, 9, 9, 27, 45, 54, 54, 27, 9, 0, 0, 9, 27]}, {'name': 'Wednesday', 'data': [9, 0, 0, 9, 27, 45, 63, 54, 27, 0, 9, 18, 27, 45, 90, 54, 54, 36, 72, 54, 72, 27, 9, 0]}, {'name': 'Thursday', 'data': [0, 0, 9, 18, 0, 0, 9, 18, 18, 9, 27, 63, 45, 54, 18, 18, 18, 9, 9, 27, 27, 27, 36, 54]}, {'name': 'Friday', 'data': [36, 18, 0, 0, 0, 0, 0, 9, 36, 27, 9, 0, 9, 27, 63, 72, 45, 45, 27, 54, 90, 100, 45, 18]}, {'name': 'Saturday', 'data': [9, 0, 0, 0, 0, 0, 18, 27, 27, 9, 9, 27, 45, 72, 90, 54, 63, 45, 45, 27, 36, 54, 54, 45]}, {'name': 'Sunday', 'data': [45, 54, 18, 9, 18, 9, 36, 27, 9, 0, 9, 18, 9, 0, 9, 27, 9, 0, 0, 9, 0, 9, 0, 0]}]","[None, None]",
50,125,Hudson Sq,ChIJe4mpLZz2wokREg_Jv-ISy7c,Duarte Square,40.7226506,-74.00540029999999,"Ave. Of Americas, Canal St. and, Grand Street, New York",4.3,123.0,(212) 639-9675,http://www.nycgovparks.org/parks/duarte-square,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=13243699894302609170,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00",natural,"Duarte Square is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [3, 0, 0, 0, 0, 0, 22, 18, 22, 11, 14, 25, 33, 37, 18, 7, 3, 14, 11, 3, 0, 7, 22, 33]}, {'name': 'Tuesday', 'data': [37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 3, 0, 0, 0, 18, 44, 100, 81, 81, 55, 59, 62, 29]}, {'name': 'Wednesday', 'data': [22, 0, 0, 0, 0, 0, 29, 51, 44, 29, 25, 18, 18, 33, 22, 14, 11, 11, 18, 33, 25, 44, 48, 55]}, {'name': 'Thursday', 'data': [40, 0, 0, 0, 0, 0, 44, 22, 33, 70, 92, 48, 40, 48, 77, 74, 40, 14, 0, 3, 7, 37, 51, 77]}, {'name': 'Friday', 'data': [40, 0, 0, 0, 0, 0, 55, 22, 11, 0, 7, 22, 51, 44, 18, 3, 11, 29, 66, 59, 29, 22, 29, 62]}, {'name': 'Saturday', 'data': [29, 0, 0, 0, 0, 0, 25, 55, 66, 44, 44, 18, 7, 0, 0, 3, 11, 22, 11, 3, 0, 7, 18, 25]}, {'name': 'Sunday', 'data': [11, 0, 0, 0, 0, 0, 14, 7, 3, 7, 29, 55, 66, 48, 66, 59, 77, 74, 59, 70, 51, 22, 7, 7]}]","[None, None]",73.0
51,100,Garment District,ChIJ8VOfr1RYwokRhil9_pcMKuc,Madame Tussauds New York,40.7564269,-73.9888338,"234 West 42nd Street, New York",4.5,26304.0,(212) 512-9600,https://www.madametussauds.com/new-york/tickets/?utm_source=local-listing&utm_medium=organic&utm_campaign=tickets,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",3.0,"['museum', 'point_of_interest']",+1 212-512-9600,https://maps.google.com/?cid=16657140018732411270,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 10:00 - 20:00, 1: 10:00 - 20:00, 2: 10:00 - 20:00, 3: 10:00 - 20:00, 4: 10:00 - 22:00, 5: 10:00 - 22:00, 6: 10:00 - 20:00",cultural,Madame Tussauds New York offers a deep dive into cultural heritage and history.,30.0,False,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 33, 35, 36, 39, 43, 47, 45, 38, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 35, 38, 40, 43, 46, 48, 47, 39, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 36, 39, 42, 47, 51, 54, 51, 42, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 29, 36, 40, 43, 47, 54, 58, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 42, 46, 51, 56, 63, 67, 69, 64, 53, 39, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 45, 59, 70, 79, 89, 96, 100, 97, 87, 70, 51, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 43, 54, 61, 67, 72, 77, 77, 71, 58, 0, 0, 0, 0]}]","[120, 120]",51.0
52,100,Garment District,ChIJDVR4ta5ZwokRZ7B1K13KY4Q,Aeromexico Reservations,40.74994359999999,-73.9887025,"112 West 34th Street, New York",2.0,4.0,,http://www.aeromexico.com/,,,"['airport', 'travel_agency', 'point_of_interest']",,https://maps.google.com/?cid=9539690937210744935,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Aeromexico Reservations is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
53,100,Garment District,ChIJabCKxFRYwokR0EiCxhvpnF8,JJ,40.7565652,-73.9870892,"3 Times Square, New York",,,(646) 223-0000,,,,['point_of_interest'],+1 646-223-0000,https://maps.google.com/?cid=6889637835473832144,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,JJ is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
54,103,Governor's Island/Ellis Island/Liberty Island,ChIJPTacEpBQwokRKwIlDXelxkA,Statue of Liberty,40.6892494,-74.04450039999999,New York,4.7,101828.0,(212) 363-3200,https://www.nps.gov/stli/index.htm,"['Monday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:30\u202fPM']",,['point_of_interest'],+1 212-363-3200,https://maps.google.com/?cid=4667599994556318251,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 18:30, 1: 09:00 - 18:30, 2: 09:00 - 18:30, 3: 09:00 - 18:30, 4: 09:00 - 18:30, 5: 09:00 - 18:30, 6: 09:00 - 18:30",other,Statue of Liberty is an interesting place worth visiting for its unique offerings.,,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 63, 83, 92, 91, 80, 59, 34, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 58, 75, 82, 79, 69, 51, 30, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 55, 70, 73, 65, 53, 37, 21, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 72, 77, 73, 61, 43, 24, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 63, 83, 91, 88, 76, 57, 33, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 66, 88, 100, 99, 91, 72, 45, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 58, 78, 89, 89, 82, 64, 39, 0, 0, 0, 0, 0, 0, 0]}]","[120, 120]",75.0
55,103,Governor's Island/Ellis Island/Liberty Island,ChIJK67dxY5QwokR7drq9WFETbk,Flagpole Plaza,40.69059,-74.045687,Jersey City,4.6,88.0,,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,['point_of_interest'],,https://maps.google.com/?cid=13352403657751714541,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",other,Flagpole Plaza is an interesting place worth visiting for its unique offerings.,,True,"[{'name': 'Monday', 'data': [25, 8, 8, 8, 25, 16, 16, 8, 0, 0, 0, 16, 33, 50, 25, 33, 25, 33, 16, 8, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 8, 25, 50, 8, 16, 41, 16, 8, 8, 16, 8, 0, 8, 25, 50, 33, 25, 33, 66, 41, 50, 66, 58]}, {'name': 'Wednesday', 'data': [41, 8, 0, 0, 16, 8, 8, 33, 41, 75, 33, 16, 0, 0, 8, 0, 8, 25, 25, 8, 0, 0, 0, 8]}, {'name': 'Thursday', 'data': [33, 66, 83, 41, 16, 0, 8, 16, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 8, 16, 41]}, {'name': 'Friday', 'data': [25, 25, 33, 25, 0, 0, 0, 8, 25, 16, 8, 8, 25, 16, 25, 25, 50, 58, 91, 66, 41, 25, 16, 16]}, {'name': 'Saturday', 'data': [33, 25, 25, 8, 8, 0, 16, 50, 100, 58, 33, 16, 41, 25, 8, 16, 41, 58, 25, 8, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [16, 33, 41, 16, 0, 0, 0, 0, 0, 8, 0, 8, 16, 8, 16, 25, 8, 0, 0, 0, 8, 16, 16, 33]}]","[None, None]",
56,103,Governor's Island/Ellis Island/Liberty Island,ChIJQW0_QQBRwokRmE8mUTgHOHE,Liberty Island,40.6900726,-74.04525269999999,"1 Communipaw Avenue, Jersey City",4.0,5.0,,,,,['point_of_interest'],,https://maps.google.com/?cid=8158278663442681752,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Liberty Island is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
57,103,Governor's Island/Ellis Island/Liberty Island,ChIJ4z2165BQwokRakVY5cNwZ4M,Ellis Island Hospital,40.69766550000001,-74.0424781,"Liberty Island - Ellis Island, Jersey City",4.4,180.0,(877) 523-9849,http://www.libertyellisfoundation.org/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,"['museum', 'point_of_interest']",+1 877-523-9849,https://maps.google.com/?cid=9468660728238458218,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59",cultural,Ellis Island Hospital offers a deep dive into cultural heritage and history.,,True,"[{'name': 'Monday', 'data': [28, 60, 72, 56, 52, 28, 24, 8, 12, 32, 20, 32, 32, 56, 24, 12, 0, 0, 0, 0, 4, 12, 24, 20]}, {'name': 'Tuesday', 'data': [24, 44, 52, 44, 40, 44, 32, 52, 36, 32, 20, 28, 28, 16, 4, 0, 4, 12, 20, 20, 28, 20, 24, 40]}, {'name': 'Wednesday', 'data': [28, 28, 36, 68, 12, 28, 44, 44, 48, 32, 40, 32, 48, 68, 80, 60, 48, 24, 24, 32, 20, 20, 32, 32]}, {'name': 'Thursday', 'data': [16, 4, 0, 4, 40, 44, 20, 8, 0, 8, 16, 16, 28, 24, 40, 48, 48, 36, 12, 4, 12, 32, 60, 48]}, {'name': 'Friday', 'data': [28, 16, 12, 24, 28, 44, 40, 48, 32, 44, 20, 8, 0, 0, 0, 0, 4, 16, 24, 24, 24, 12, 16, 4]}, {'name': 'Saturday', 'data': [12, 28, 56, 36, 72, 100, 44, 24, 0, 0, 0, 0, 0, 8, 8, 20, 8, 4, 4, 16, 32, 52, 44, 60]}, {'name': 'Sunday', 'data': [32, 24, 24, 60, 40, 32, 44, 28, 24, 20, 16, 20, 40, 36, 32, 8, 8, 12, 32, 24, 8, 4, 12, 12]}]","[None, None]",
58,103,Governor's Island/Ellis Island/Liberty Island,ChIJ-3SeIlZRwokRAZGS4a7PSLI,Ellis Island Hard Hat Tour,40.69931,-74.04001269999999,"1 Ellis Is, New York",5.0,7.0,(201) 332-8485,https://saveellisisland.org/tour/hard-hat-tours.html,"['Monday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20094:00\u202fPM']",,['point_of_interest'],+1 201-332-8485,https://maps.google.com/?cid=12846746287090077953,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 11:30 - 16:00, 1: 11:30 - 16:00, 2: 11:30 - 16:00, 3: 11:30 - 16:00, 4: 11:30 - 16:00, 5: 11:30 - 16:00, 6: 11:30 - 16:00",other,Ellis Island Hard Hat Tour is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
59,103,Governor's Island/Ellis Island/Liberty Island,ChIJNX_GfHtRwokR_XSS9Qefsss,Ellis Island,40.6994352,-74.0415182,"Ellis Island, New York",4.6,14453.0,(212) 363-3200,https://www.visithudson.org/things-to-do/attractions/ellis-island/,"['Monday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20094:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-363-3200,https://maps.google.com/?cid=14677968992087471357,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 10:30 - 16:00, 1: 10:30 - 16:00, 2: 10:30 - 16:00, 3: 10:30 - 16:00, 4: 10:30 - 16:00, 5: 10:30 - 16:00, 6: 10:30 - 16:00",natural,"Ellis Island is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 65, 83, 93, 88, 75, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 60, 74, 81, 75, 62, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 58, 73, 77, 66, 51, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 61, 77, 82, 74, 58, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 65, 82, 89, 81, 67, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 78, 94, 100, 88, 71, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 68, 85, 93, 85, 68, 0, 0, 0, 0, 0, 0, 0, 0]}]","[90, 90]",60.0
